staff_id,department,years_experience,patient_satisfaction_score,task_completion_rate,response_time_minutes,overtime_hours,training_hours,performance_rating,salary
S0026,Physicians,9.856520770893308,8.349356774625692,0.7168599863989027,0.6224295281371904,8,22,4.391680207719842,64339.775833551124
S0027,Administration,8.987036148977415,8.882614349838867,0.957267518994455,6.813441653930279,16,21,4.468512087591867,81847.91314229964
S0028,Physicians,3.694899270889646,9.369866826857182,0.9421258286525698,0.9017607396262619,10,12,3.022905208194181,72790.67559370659
S0029,Nursing,11.688686256128607,8.142108617445695,0.7096765410395789,5.814407090810675,17,24,3.541039111721738,77209.99694801899
S0030,Nursing,0.7712193603809604,9.17371793861128,0.7146412073672128,2.740042104395747,10,23,3.184233720346546,75103.64355257929
S0031,Physicians,5.367492550656866,6.902442420486114,0.9260841794684808,13.187235646716868,8,14,4.996464263748994,123889.60817567717
S0032,Administration,1.4309730730109018,9.9661634709857,0.810863467773493,3.122403908899419,10,16,4.186685667510327,99744.16934252564
S0033,Nursing,5.1861008205367565,6.9373295552654755,0.8725077363814975,0.1569519027456226,8,29,3.931476188453125,94396.92759351578
S0034,Support,0.45728634909795896,8.006136839107912,0.7810984809296152,3.2760695198137753,10,16,3.9260020379621148,86751.41820405805
S0035,Physicians,14.377236971039483,7.795589072626585,0.7518906628312299,7.935905805121122,12,22,4.92954783845754,85652.86130441379
S0036,Nursing,7.716660278946077,7.062747692751568,0.7888231352642684,5.2076307414294964,9,22,4.319711276299097,67945.58526845602
S0037,Administration,1.12173115181337,8.831109953960025,0.7740141100671963,16.95354240723941,10,20,3.3373191164941796,103017.72619314032
S0038,Nursing,5.070573160004482,10.207085107829327,0.8344922314718003,9.266232935250061,9,25,3.8963176559917345,83232.36174099498
S0039,Administration,7.117814228739095,6.686057581583311,0.9240028495863059,3.738562404284771,5,17,4.548393681891799,89592.68872449467
S0040,Administration,1.1751054404794306,6.2078053517890215,0.866238822378087,1.1566382846934147,8,16,3.846700133717586,67655.09524859407
S0041,Nursing,0.4898853564279973,7.625231785496816,0.8827534923819156,0.018908858574678535,12,14,3.6190668517737175,53230.639762906474
S0042,Support,2.1676238661767457,8.26479361154645,0.8410235789374253,19.687318720575963,14,26,4.982432153160511,103388.29763460488
S0043,Administration,0.729491116355502,9.26671128243263,0.7974200920608449,13.92895329203739,8,15,4.871274269224458,78230.22214733277
S0044,Physicians,4.170233457303144,8.020047647201624,0.7430526476081464,1.6020181138782879,9,26,4.883120738647917,63023.16389532076
S0045,Administration,2.7592356698767806,6.65668199825152,0.8063696377342002,5.08353669716017,10,24,3.2633450593454754,83570.57285299206
S0046,Administration,3.103428812815358,9.783109717312048,0.8995595848641595,6.532604224735437,4,25,3.468510513618324,72375.93003861334
S0047,Support,3.913865980147642,7.585301394028017,0.9201332268771462,4.313909318181938,12,22,3.884133916331682,113748.9213382408
S0048,Administration,20.10142361157257,9.13057150785979,0.840754463172464,9.2563269705609,14,22,4.664258516465116,66097.84985847323
S0049,Nursing,7.866389835611006,7.361801819543221,0.8934991823749137,0.40509943713104446,11,20,4.473655080455246,86159.62687199865
S0050,Support,4.964124502934894,8.316623708687079,0.7631623245652757,11.340630134385778,6,22,4.699334790304858,102174.16278368658
S0051,Administration,2.2604697620896257,8.855766551120134,0.9580198962171869,2.4880583293538825,9,26,4.841526582314742,91398.18560528755
S0052,Nursing,0.13721238484780438,7.643884162590419,0.9597809352029274,3.2762715658534134,13,15,4.56153368610104,88554.56742021826
S0053,Nursing,0.6194761961583316,8.924866274443787,0.7960983781817575,2.9415368560256425,9,24,3.5235400202899565,62330.34923838852
S0054,Administration,6.562752643444938,8.141440398469292,0.8643136717884782,3.7888149017569592,10,17,3.5708913647743383,77923.57383357211
S0055,Physicians,2.3038632565473898,8.043364503449135,0.8819986085245658,4.558611812482,15,19,3.704975363246197,86534.89469742552
S0056,Physicians,2.0356131740542556,10.008578847242132,0.8417290116353919,6.195296547170511,10,21,3.606150733667235,79237.66207432149
S0057,Administration,10.99015064511759,8.855018170894638,0.9733426460673361,3.7215744044391057,8,21,3.498197899406226,112045.94335387253
S0058,Administration,3.313176110316559,8.98866336582097,0.9219150840379546,5.772315384551217,9,28,4.504972119751485,70855.30460672377
S0059,Nursing,11.491822930038705,9.236507087233116,0.9017531477826197,2.0646956728766748,8,17,3.0679821018007623,75835.52981095713
S0060,Administration,10.885867716339533,9.075867755241052,0.8560279664607121,13.79783893936394,6,17,4.45678747619013,139578.3278833141
S0061,Administration,0.4178934228432478,8.856724280438593,0.7254541989816227,0.33353646171177526,7,25,4.647127543029936,95756.39555711293
S0062,Nursing,14.53521787667964,9.740471088191393,0.7323464132860289,3.9432335856276794,8,22,3.1320880866896355,50796.61315950118
S0063,Administration,0.40038582754360674,7.562687398099835,0.7897026586732058,0.45726710147839683,10,21,3.1236942144019926,87448.90992631916
S0064,Administration,16.553052867248915,8.648159463737798,0.763456680510674,2.923859394032524,8,21,3.570927605786602,94826.85930046
S0065,Administration,3.0130136724062835,8.190270267032743,0.9857592915723983,1.4892166692752218,9,15,3.4166136312033304,54970.143206891706
S0066,Nursing,7.153544751322192,8.641047827059255,0.8229437555955196,13.815445897170315,16,20,4.162267347380387,67475.22345213823
S0067,Administration,6.123333385544568,7.801620552422322,0.9629816315976256,0.0658081089138465,8,22,4.3509030870032674,45217.61773527487
S0068,Physicians,3.6541930512925376,6.877323657605823,0.9454239050998694,2.481357184383275,9,34,4.26828399220865,82341.56153337892
S0069,Administration,4.830751835837882,9.300114498026954,0.9437710818211285,7.617281674981347,13,26,3.7146947405244455,34459.383640598986
S0070,Physicians,14.970486204662585,10.912721526031731,0.7647122575440555,1.0441167125642168,11,21,3.9967956692272724,55292.48162386732
S0071,Administration,13.110612037983634,9.57623352953577,0.8341965439002446,8.452920019436155,11,24,4.279981659008238,40422.396781794196
S0072,Nursing,5.31129644998419,9.367232873247005,0.7953855974941418,9.820755617178236,6,15,3.2388525376127406,83213.37159523777
S0073,Physicians,5.3606115191754755,8.755083556794201,0.9911233011516759,6.155058747630536,11,17,3.459023828907788,66532.17789993189
S0074,Administration,1.4180431900904118,8.345110216440851,0.963023290388701,1.1727238850974677,10,20,4.780992307972365,84930.15205738774
S0075,Administration,8.819461787912141,8.404462805159822,0.7749770982919278,1.5875366594761917,7,19,3.6846527530982285,29117.823646668923
S0076,Administration,5.006565890521007,8.391897634655614,0.7940561082430484,0.9132164148835378,10,24,4.602312763839411,55467.944579760006
S0077,Administration,8.750654210171923,7.852133760797499,0.8586727712733473,1.0170951819208112,9,21,3.501979504674288,94746.04536377253
S0078,Nursing,5.362565430721985,6.845179295728812,0.7835817355394148,0.18587397902296685,10,12,3.0832807030720435,46249.60997627347
S0079,Support,1.778520120253111,8.698837515050423,0.9473589899760734,9.73558222362666,12,15,4.00080118494682,100565.3755404684
S0080,Physicians,1.0504049632095214,8.221352846716343,0.9457693833714433,3.759205141524931,12,15,4.784964087124973,71194.13586997901
S0081,Administration,0.40044519994306643,9.639274446089479,0.9173021313487796,1.9856935242259286,9,19,4.638569098284275,54080.539850539506
S0082,Nursing,4.409385321570872,9.239452592615187,0.9067930614268129,1.7094735308047584,9,21,3.50587833784898,55673.32343226425
S0083,Support,1.670734214791243,6.468454203679132,0.8641904522484825,3.933953011810663,11,26,4.819871548848694,80357.59849888999
S0084,Nursing,4.978151444164482,10.213767045209448,0.8041336771324952,1.977708703364429,15,16,3.9594317898326064,129869.69642165877
S0085,Administration,0.30223555130775215,7.9839791778041045,0.9510815358319727,9.965144136310538,12,16,3.09799800757734,142944.84789119317
S0086,Support,2.3553254820586798,8.138966408328805,0.9576496513755317,1.1846750580134848,9,31,3.0558492395355037,41618.32749622536
S0087,Physicians,1.5092648035248417,6.822767994913143,0.7148528406592501,10.698157424959549,8,16,3.97022746800665,91817.38767500254
S0088,Physicians,2.3128294139375987,8.766500599600311,0.8195858241772238,5.454596573150363,8,22,4.0926457114276324,116666.2388297749
S0089,Nursing,0.27906181722036955,8.911166988345222,0.7079882741350673,15.689846735023622,7,19,3.1598258411651807,43869.106962489124
S0090,Physicians,6.440059720024442,10.213945360530552,0.9518432184098904,0.07611259247191965,12,19,4.844481307450358,59383.421677963524
S0091,Physicians,0.6204368301912491,9.350978689156497,0.7531279739566125,0.30456851082118175,13,21,4.436433656981646,82266.55959768294
S0092,Support,0.07253675463277562,7.996303197272953,0.9021600294449598,3.4746898547072935,11,21,4.602564716973483,76021.92603714431
S0093,Physicians,14.620696722079634,6.727166119029129,0.807212745308311,12.17366321967785,5,18,4.168046502432703,40388.222356954575
S0094,Support,1.0713922036976395,7.9238702177118245,0.9448196359696495,6.561409638923404,10,22,4.327088152309029,93694.48698282748
S0095,Support,8.80308626000098,9.543939636738504,0.8529060700761293,4.866103789385897,11,25,3.7757204596542406,85864.06516649057
S0096,Support,16.686973746967574,8.10253745261731,0.797320577335467,0.1605613996127657,10,9,4.358594169888186,98534.33231614903
S0097,Physicians,3.819148817979718,7.406073640446221,0.7971612001752221,2.1860467489061595,9,18,4.956365782808539,88333.12254167827
S0098,Nursing,3.733986355819567,8.669192502780923,0.7980781727264733,2.122115092097933,9,12,4.295431821221937,88188.3769587814
S0099,Nursing,2.2897211448405437,8.165444980060812,0.9365737650757909,3.9053659576977133,7,22,3.6832674457463392,75723.2518720736
S0100,Physicians,2.772101605669144,8.043529574093235,0.9133346796480021,1.490869797201554,11,19,3.570478244764936,105217.9324394406
S0101,Support,3.2896280064031864,7.751684682644486,0.7957642322039599,1.554110175517087,11,24,4.926691881694126,41823.44019685949
S0102,Physicians,0.8249298726479449,8.609000723162307,0.8470624266830808,4.849259296059547,8,26,3.3700045942161303,47545.67289608587
S0103,Administration,2.2685787902382053,9.525691540807934,0.7228460156587976,14.462949980115079,8,21,4.6123932233392395,102416.19742376926
S0104,Nursing,8.467045285615312,9.01420626300859,0.9482500805078269,5.396682877844409,12,18,3.9305245840175176,67927.36379760853
S0105,Support,1.0068987980526418,6.572689601199404,0.7797864428331237,5.515061632980009,12,19,3.8875195087056014,52311.789687253346
S0106,Physicians,6.543949689215044,10.051097030282659,0.966767542551609,21.42080348641606,6,16,4.4950755759576975,96111.7769943245
S0107,Support,5.271827869873512,9.251422949906646,0.8790390079038778,0.833096428694722,9,22,3.296076860091887,91885.70779096239
S0108,Administration,0.2950241032039925,8.803873961069721,0.8703460486648127,0.17210209097521192,5,11,3.932591852289841,25270.12553215215
S0109,Support,0.11342110454216701,8.924468010679949,0.7488156226942664,6.8425463039298275,5,15,3.0716673755354966,92052.69975909662
S0110,Administration,2.1734022201228496,9.084602505392809,0.7208606078770049,2.888277691283168,10,19,4.340813643022939,59225.950043824465
S0111,Nursing,5.891042483579625,8.889184039414058,0.865784974294548,2.8002837798177245,8,19,3.116754567907333,87265.10809841729
S0112,Support,2.005507667020115,7.538695498856102,0.8403967369765671,1.2764188981915825,12,22,3.174577595347774,73039.77576413743
S0113,Physicians,5.509086605516503,9.007529797046528,0.7359049100731787,3.5348416762160446,12,25,4.689652762458406,90349.60946847695
S0114,Support,5.474966371458004,8.662986821012069,0.950676316755456,2.9185261201490427,13,19,3.885910374031856,74725.87243097757
S0115,Support,8.213800469134137,8.917935350583846,0.8251720357527145,2.1190365717169617,6,18,3.401951377096485,43817.75194229211
S0116,Administration,0.5239456985310454,7.864201964519609,0.7781373401172661,2.92366310028733,11,21,4.18516915191076,34759.10986304032
S0117,Administration,4.3034392683376455,9.591691201416618,0.9364816279439165,2.4212006103485937,7,16,4.038566529169063,41336.41319281926
S0118,Physicians,0.32267724343579973,7.939155632884786,0.9739192470330811,14.058424208825304,7,11,3.8218166534857163,47167.92626852726
S0119,Nursing,0.9676030048824111,8.451768201331657,0.791788810956712,19.62342856991914,7,20,4.810834133498695,85959.56593777244
S0120,Nursing,1.9689247094570053,7.992169419525269,0.9327849656204942,9.159812417772724,11,12,4.498915996304692,99005.12294242004
S0121,Administration,6.144560093936958,7.502432599493957,0.895755897102554,23.237305362826355,9,11,3.3031857425105935,67217.96757192971
S0122,Physicians,18.224882254679063,9.215663663253848,0.9969183351262275,1.544320370636094,10,20,4.14154929989484,52594.39007954279
S0123,Support,2.096710861460035,7.999002793174883,0.7611978122233682,9.255162902398565,12,20,3.1774878014095345,75762.2203571383
S0124,Physicians,3.681781833725963,8.646305014993109,0.9882036983519363,2.6096773164617106,13,25,3.489307940885613,25660.08170950201
S0125,Physicians,1.4991484203069996,7.110185150143127,0.7945816170129669,6.854790776621414,16,20,4.819720693441281,90481.90474845232
S0126,Physicians,5.627188787774056,6.682136936253307,0.8235862894212916,1.124429345283629,3,21,3.9241598514164844,73212.28571337574
S0127,Nursing,2.283154168563052,10.23042082336226,0.8076477442436604,8.35539889109241,7,11,4.784212203235404,76842.96185589909
S0128,Support,3.285003762432555,10.0864436805713,0.7805352091265128,0.43577198784794224,8,25,3.3319979311831283,61584.28255982764
S0129,Physicians,4.194483133852953,7.895595321223633,0.907966774429088,1.5773750931290667,12,17,3.410683495023278,59403.44878247616
S0130,Nursing,5.795671711621412,8.955563265435,0.8767435962177533,8.628527833132134,10,22,3.705649446134186,33765.4354188529
S0131,Nursing,0.3096518202363257,8.05411451697393,0.791707583707629,6.874976618167069,1,28,3.7326512845189335,96696.4799548429
S0132,Administration,4.0472938017926285,9.167495888172292,0.7396637369554828,3.4782190225805016,14,17,4.490554540461249,43492.10417906619
S0133,Support,2.820816416560523,7.4182323181950025,0.795212691319962,5.585807955161247,18,19,4.198821123936744,56979.25576475068
S0134,Physicians,0.7179957223961265,7.322544573344999,0.8143693935051549,1.026358692146048,6,21,4.10649885189326,51304.0515510452
S0135,Support,1.1662009331884953,8.521640703695693,0.814196032936321,5.509542912595494,9,20,4.204751013656188,95820.96839467912
S0136,Administration,10.766090229727618,8.882307341984621,0.8071778601287771,0.040040735642450635,13,16,4.464382745046818,60392.1030080086
S0137,Administration,10.269883077499028,7.801779617953423,0.7146167518669411,8.955274608844755,7,23,4.785633277218178,99085.14867371373
S0138,Physicians,0.16949183300898338,7.195480239908665,0.839209932370455,3.631323901468679,11,17,3.82947991295444,89573.26268353967
S0139,Nursing,5.846270847130284,9.758406617592756,0.9508624291735921,14.401177167112685,12,15,4.605851885846931,51391.97912177889
S0140,Administration,4.039281998966066,8.035659627671004,0.7541098875575555,3.2520121449104473,10,15,3.990193766172057,72471.2850104215
S0141,Nursing,14.051730682537485,8.045843173003226,0.7436972030282358,2.8377496209370396,12,24,4.444156485099077,32585.668497730934
S0142,Administration,11.930143900952592,9.73262947020294,0.8415553165734433,2.9896651395377996,10,18,4.749647576119536,84987.47465616044
S0143,Support,4.332290233407125,10.741575539242916,0.8111809036450034,2.2293158084211595,9,15,3.0644296447296675,58614.945701485914
S0144,Physicians,0.7480420986636485,8.827575662132464,0.8683841922140653,0.9116582872807544,10,28,4.093259510673561,48596.11484213094
S0145,Administration,3.0792182465984688,9.37960325306325,0.9841222928988967,9.227786653835615,12,13,4.97876125292095,68155.9610032607
S0146,Support,6.457910289659167,7.361825375848731,0.9282658750998414,2.463990565731527,8,25,3.9924488290449283,63398.6895235043
S0147,Administration,15.155412482982875,9.230853827566904,0.9061174459543894,3.7656370996833517,13,12,4.728607365203384,82066.44472891488
S0148,Physicians,2.261442608302333,9.354421054176152,0.8247810833181036,0.10043661305375194,15,15,3.3717997048336588,122497.98983868989
S0149,Support,7.677951991333388,7.542601689086163,0.7862079509144905,0.31072758775431264,10,20,4.208574180492663,108063.34890948492
S0150,Nursing,5.749645073730749,7.965314492645244,0.8620792309887643,4.546367420715387,14,30,4.74061192646889,45157.32070466051
S0151,Administration,0.4076382578064992,9.723209228221128,0.9656330582983846,10.569257458230862,6,17,3.8630662632375423,113381.3787346528
S0152,Administration,4.081965116790283,8.223842117792815,0.9630227531534115,3.4001265310291178,8,23,3.9734441178100877,76169.95353209003
S0153,Support,1.0136959270844812,9.923989638767596,0.8336544846247651,0.9014655610274798,8,16,3.164035808898036,11421.349431550676
S0154,Physicians,5.752938955023992,8.519366011396116,0.773866105970961,0.6172112374623219,8,24,3.08434418390121,69320.52848371559
S0155,Administration,4.70913059892645,8.470812424623208,0.7676033350752627,11.50233675461408,7,24,3.9374165991659664,36048.71523895416
S0156,Support,18.06850586386792,9.476295776525873,0.7101965250278126,6.047236376595034,5,27,4.686950663282268,64048.03171287542
S0157,Physicians,13.696362812347829,10.552654336417726,0.9527992738887839,16.935814809059654,13,31,4.86264854422943,122714.5801276567
S0158,Administration,0.04708517507772644,9.159753948031454,0.7794514101499863,0.4296886115097603,9,22,4.317306006922552,42238.218958917736
S0159,Support,0.41706799383892484,8.674801502729505,0.8076997423018499,11.645305294019476,9,25,4.6527971986692345,41502.849199923796
S0160,Physicians,7.329595861595443,9.766504014309621,0.9427648422802193,9.34208970658291,15,16,4.469708325316811,72539.69381575378
S0161,Administration,5.786131141862802,9.835730009385045,0.7360072155318731,11.183293127069282,7,20,4.402971653800819,54558.544331725505
S0162,Administration,8.070885586653043,9.034632907545229,0.8383702236442898,0.028898132588670605,11,17,4.538066197573517,68610.44648682575
S0163,Physicians,1.5517855800869227,8.878379258745252,0.7367024139763998,6.772108287685804,5,20,4.010605904821858,77717.46618351902
S0164,Physicians,9.46307635721553,9.20126056336092,0.8325545708533973,3.9807536486967585,8,16,3.915876206993709,37983.711019336675
S0165,Support,2.9207417060734397,7.069909884034665,0.7141418720886198,4.256957868226269,12,23,3.3182870444837205,80709.35764125639
S0166,Administration,1.5184372878170562,7.4530293646998675,0.8552868478040365,3.166868603009233,12,20,4.6876306334161795,55970.96018366468
S0167,Administration,0.05332205404162634,8.740775560994969,0.9387129157214166,6.7871142711404,15,20,3.0892277602078093,101804.14622899261
S0168,Support,10.253844196227227,7.729714318522017,0.9028890024373452,43.67956011891106,9,18,3.534888242474658,53161.16420607869
S0169,Administration,3.8322880383113773,8.536357051478287,0.8527507028732202,6.198662462794047,8,11,4.039832294291458,57218.730883557095
S0170,Administration,18.52140399181526,8.70352280542173,0.9486276136447466,5.666801586235129,8,18,4.943196225044099,51719.68720895905
S0171,Administration,6.270743958952259,7.518039416110526,0.7683363924877579,5.3129118951310605,12,21,4.571945884591795,64642.49119766714
S0172,Nursing,0.41917564300131777,9.096344000793742,0.9492388854952836,5.940688714016938,5,23,3.7373424492972562,38969.33406505592
S0173,Physicians,4.435980410000255,6.596908960106921,0.7829090438764528,2.0936064270650374,7,23,4.42789678102487,88053.18314531542
S0174,Nursing,0.08636430238041762,8.178317631483523,0.8087459023602285,1.9299284274380248,9,18,4.862738776030312,61818.874523738436
S0175,Nursing,4.079759880759021,6.967214981633766,0.7385290604981477,7.670214054785233,10,25,4.077766903074152,95297.10406527862
S0176,Physicians,2.1554660757594544,8.177766975926069,0.7305264269086656,0.2727456673305202,14,18,3.923880391001899,76464.53953344867
S0177,Nursing,5.154242547091012,9.45624554096024,0.9796334556356739,7.119934167770983,19,20,4.105986544548655,117805.23140260426
S0178,Support,3.8997842303419272,7.758109779720757,0.7569934741554931,8.405786375582894,9,31,3.6230600823079655,68546.64226127802
S0179,Nursing,1.5146576052999683,6.476410114880435,0.7999888465185843,3.686519056379694,12,17,4.814697621368381,66055.94696714633
S0180,Support,0.8857782700157926,8.265829277220002,0.85874550968498,12.047962342853056,10,29,4.594563624922954,89714.0232627097
S0181,Physicians,2.5935454702819944,7.669548082711624,0.8043601397809386,3.2036032954823295,10,26,4.410968224706554,23089.93839440272
S0182,Administration,21.651466828296545,8.501622864881265,0.9610399850136337,0.9806016256219916,11,22,4.1781841611252855,63007.14292702279
S0183,Physicians,2.8608342245887237,8.264439189045948,0.9702144290340317,2.242374413395333,5,21,4.938949556904377,72827.49883367357
S0184,Physicians,6.9072732138109085,8.675505189279395,0.7977971372180561,11.815259888847065,5,18,3.595411458948841,93110.5561977003
S0185,Nursing,0.29330461046552636,9.67268724783451,0.727608308850014,25.366508503181837,11,18,3.5662703298136993,98259.5328861678
S0186,Physicians,2.3810403002474705,8.122943147607163,0.763047470202153,2.7396439497681957,10,11,3.484276665726364,102977.64791347839
S0187,Physicians,4.341349999149094,8.586526091342343,0.8423178762205191,0.9126871740316274,11,19,4.483551977289865,67623.53901345239
S0188,Support,6.9554595213113055,8.176919241734875,0.7865443126701184,1.6866679990789555,10,18,4.5945712797486005,56581.70742944658
S0189,Administration,3.757947286117726,9.510051833878167,0.8360416712594635,4.029299314335199,10,20,4.194228352333384,76471.58977152221
S0190,Nursing,3.621079732864136,8.656896442961992,0.9276110499162618,4.2442810832024636,6,12,4.303967420676234,68346.98840254187
S0191,Administration,7.2176455678960725,9.019524656667967,0.8261915301327065,4.972064224330405,4,30,3.6979215292127856,33127.34774524277
S0192,Administration,1.879199384920434,9.260023054875962,0.7590992368623816,9.019768768262775,11,25,3.079515084945765,79099.93739417064
S0193,Administration,0.4749090334160591,6.555635657636293,0.8073902921754796,6.210349374269672,11,17,3.507271687282506,52127.09607965926
S0194,Nursing,2.1320430330355276,9.286915765495955,0.9228943654445599,1.5112058955263508,6,20,4.168606454260852,69305.64410949418
S0195,Physicians,0.8657957137014753,8.880489227905814,0.8272186360641334,2.5129982560002433,11,27,4.625865364768777,67785.71293490248
S0196,Administration,16.898775222631013,7.82553156064159,0.7748613558913116,9.157178845411215,9,14,4.554389956865995,128538.6919220301
S0197,Nursing,4.307965819320972,9.788397356765584,0.8282234917621996,5.017183370573379,13,19,3.3589747283863627,97486.6657623887
S0198,Physicians,2.9583749552172725,9.487068825119072,0.8364420063047979,0.910116295913897,13,20,3.1028924201524566,91024.01726040202
S0199,Administration,12.155040814241367,8.31008934198122,0.7889131614331144,1.9692056756528293,7,24,4.701120079992083,99299.24581416824
